subject_id,trial_id,condition,correct,rt_ms,ern_uv
sub-002,18,correct,1,554.6381701334174,-1.0742130783548374
sub-002,19,correct,1,497.72796368821525,-3.73922608816515
sub-002,20,correct,1,323.9403468439548,-0.6215413292293679
sub-002,21,error,0,320.08833446883017,1.2452297265679475
sub-002,22,error,0,384.8340204326619,-1.8376220646092885
sub-002,23,correct,1,367.55042096275315,0.39426571148614564
sub-002,24,correct,1,423.16466202384765,-1.6042940400726553
sub-002,25,correct,1,461.9290993726714,-2.44146457490716
sub-002,26,correct,1,409.92025126929684,-0.2234118210926046
sub-002,27,correct,1,406.7202995463633,-2.668497909227532
sub-002,28,correct,1,347.85329348218306,-1.3625977078339533
sub-002,29,correct,1,479.3375727991356,-1.0311837138652145
sub-002,30,correct,1,488.1038324233928,-1.4608709780855755
sub-002,31,correct,1,366.5923218742504,-2.003301308823205
sub-002,32,correct,1,364.03001973948767,-3.6864595941505267
sub-002,33,error,0,360.3137280131835,-2.172968838555983
sub-002,34,correct,1,413.92313941528994,1.6977296479668764
sub-002,35,correct,1,516.9141369447321,-2.6472862687933914
sub-002,36,correct,1,274.662455806843,2.502636766147519
sub-002,37,correct,1,417.89224719632654,0.24519063521527262
sub-002,38,correct,1,452.69044011746394,-2.5659094026291096
sub-002,39,correct,1,365.0114897737429,-2.1548314606386905
sub-002,40,correct,1,414.7341628625068,-0.8140355754592554
sub-002,41,error,0,450.85926717061824,-4.153022580564353
sub-002,42,correct,1,582.2700173650439,-2.9111172041641913
sub-002,43,correct,1,569.9318993049912,-1.8516212724251397
sub-002,44,error,0,474.99695973126524,-1.0663353101786743
sub-002,45,correct,1,375.0167240552788,4.15596657911917
sub-002,46,correct,1,479.92798990543275,0.8917353285552638
sub-002,47,correct,1,633.7044470726767,0.15143811188498513
sub-002,48,error,0,410.61714463380457,-3.8357763114303873
sub-002,49,correct,1,372.5834175842342,0.7166734990009249
sub-002,50,correct,1,401.28080867288946,0.7923580105562225
sub-002,51,correct,1,396.46063657272816,1.761163856963925
sub-002,52,correct,1,453.0905438214582,-0.8762045295075644
sub-002,53,correct,1,466.9716036752246,0.1761486260422177
sub-002,54,error,0,362.23695979228154,-2.3737235674762247
sub-002,55,correct,1,392.6845225236417,-0.2375939847705441
sub-002,56,correct,1,476.0001433327675,-0.7118486355523601
sub-002,57,correct,1,396.71349765475634,-0.15104832065946044
sub-002,58,correct,1,420.1310829800797,-0.8040562001653309
sub-002,59,correct,1,421.22848681856163,0.7352374202806216
sub-002,60,correct,1,449.7730476156725,0.7242991260079155
sub-002,61,correct,1,485.1416695195528,-0.3182448397344072
sub-002,62,correct,1,538.8177654286696,0.6806821302723625
sub-002,63,correct,1,421.3989217914643,-0.22684529729812897
sub-002,64,correct,1,380.45709568804284,-1.1716818208026596
sub-002,65,error,0,443.6286000635288,-2.189998145939139
sub-002,66,correct,1,356.88894407550754,1.1422030482091812
sub-002,67,correct,1,470.3257195226345,0.7648885411429098
sub-002,68,correct,1,481.69976734750816,-0.4688964826991823
sub-002,69,correct,1,361.6106877195092,0.908637125614105
sub-002,70,correct,1,410.6375910609513,-1.954837892175047
sub-002,71,correct,1,572.4917949651706,0.3605564604439917
sub-002,72,correct,1,507.7031823361959,0.7748808204061546
sub-002,73,error,0,438.845292279376,-2.259483146399684
sub-002,74,correct,1,465.90318220490275,-1.8939737100543685
sub-002,75,correct,1,391.6814233593735,-0.41111820211380923
sub-002,76,correct,1,688.3532771872999,-0.4338153393275443
sub-002,77,correct,1,468.91250006163375,-1.7522397317848486
sub-002,78,error,0,542.9430252282567,-0.776620244557068
sub-002,79,correct,1,488.29064886253303,-0.6405800823535257
sub-002,80,correct,1,418.26035820029176,-0.7258944665940996
sub-002,81,correct,1,496.6594237391069,-1.904192766299014
sub-002,82,correct,1,429.21257768744704,-1.61424047411324
sub-002,83,error,0,425.6245843020118,-0.7426284344303801
sub-002,84,correct,1,330.08504810763293,0.4492125470977344
sub-002,85,correct,1,379.6631531121398,-5.761145489725989
sub-002,86,correct,1,392.9117344107193,-0.2603587392686974
sub-002,87,correct,1,663.9423310478318,-4.0425920386439405
sub-002,88,correct,1,645.738396073115,-1.4477659110225964
sub-002,89,correct,1,422.928004826519,-4.543677846079017
sub-002,90,correct,1,397.2081764917086,-2.4504037407600725
sub-002,91,correct,1,438.50368369609293,0.48794780470590626
sub-002,92,correct,1,483.2746453880395,-6.676943767436448
sub-002,93,correct,1,305.7064849008616,-1.6978664836835848
sub-002,94,correct,1,447.4926865006491,0.7579852467729267
sub-002,95,error,0,420.9260987758364,-2.4028235399560716
sub-002,96,correct,1,517.8214242640298,-0.530792108402182
sub-002,97,correct,1,444.5254971251992,-1.6008333661307317
sub-002,98,correct,1,486.49828397189094,-1.9252426973594376
sub-002,99,error,0,371.0905773403973,-2.377573051068875
sub-002,100,correct,1,308.36894792120006,0.12625628066658534
sub-002,101,correct,1,408.9407287650973,4.3508181597874245
sub-002,102,error,0,496.13576514886256,0.720160022555574
sub-002,103,correct,1,487.0654057620482,2.5995951516689844
sub-002,104,correct,1,341.23409147155246,-3.8543845361354387
sub-002,105,error,0,428.4153334905638,-0.7558150941985308
sub-002,106,error,0,465.4224255199145,-2.911050465291866
sub-002,107,correct,1,378.4833274168031,-2.4541198129491644
sub-002,108,correct,1,477.0279807802614,-1.3227601776455251
sub-002,109,correct,1,498.64420185323115,-3.8059500045487606
sub-002,110,correct,1,470.8381054731521,0.40171420564215266
sub-002,111,correct,1,312.503191045575,-1.7546837147761418
sub-002,112,error,0,486.38199948351956,-3.2164729669177956
sub-002,113,correct,1,475.21842471568675,-1.9650765168807707
sub-002,114,correct,1,420.0163206980035,-2.2085766598255234
sub-002,115,correct,1,481.38812174058285,-3.2385012984308794
sub-002,116,correct,1,528.926938500177,0.6869635192279913
sub-002,117,error,0,353.45672018758694,-1.599905727061344
sub-002,118,correct,1,550.8082502057134,-1.41909726803659
sub-002,119,correct,1,524.4831908543102,-1.620915481180749
sub-002,120,correct,1,428.1836919621373,-2.611912928360931
sub-002,121,error,0,518.0191506412252,-0.9126534633268638
sub-002,122,correct,1,383.5893045414798,-2.5529678337616866
sub-002,123,correct,1,575.5045419408832,1.7976099874697162
sub-002,124,correct,1,527.8708211883278,0.18839755282604131
sub-002,125,correct,1,494.46358745932156,-2.357595035679966
sub-002,126,correct,1,437.1333347086405,-1.6292526161070096
sub-002,127,correct,1,395.52491976108195,-3.4772717074885837
sub-002,128,correct,1,529.4444038330764,3.2799287678680495
sub-002,129,correct,1,467.18100322339,-2.550576129892073
sub-002,130,correct,1,498.9551653245408,0.7991517383092868
sub-002,131,correct,1,540.2493396502638,-3.18111308428488
sub-002,132,correct,1,490.3607132503232,0.6774635532950073
sub-002,133,correct,1,340.6045907744324,-1.8099387452213236
sub-002,134,error,0,566.4010406665864,-0.5635055242614407
sub-002,135,correct,1,447.083877253288,-0.41682900689296826
sub-002,136,correct,1,454.7991853715405,-1.9431191751477568
sub-002,137,error,0,378.5270613689444,-0.7869103182711497
sub-002,138,correct,1,385.9250630724144,-1.849277792684345
sub-002,139,correct,1,462.16341657864626,2.285798108576723
sub-002,140,correct,1,616.8436238527725,-3.053708065091225
sub-002,141,correct,1,445.3278017886616,-2.1239728936430033
sub-002,142,correct,1,418.53364520745237,0.20766295161887716
sub-002,143,correct,1,458.06377175329516,-0.07421119996007142
sub-002,144,correct,1,723.3498385542192,0.06369732019514862
sub-002,145,correct,1,496.29339720700693,-3.276272103715257
sub-002,146,correct,1,490.37300580063607,0.32229066540406526
sub-002,147,correct,1,611.1626648081959,-3.0277195654356506
sub-002,148,correct,1,453.57798864261156,-0.511561356621218
sub-002,149,error,0,515.8884616162029,1.7844651796572106
sub-002,150,error,0,399.9193002468996,-0.36689761496428064
sub-002,151,correct,1,447.1689785696105,-1.631503620995343
sub-002,152,correct,1,539.7044270159672,0.9707366491744724
sub-002,153,correct,1,481.3347177729062,3.728859598585426
sub-002,154,correct,1,343.8485052022869,-1.695056343397588
sub-002,155,correct,1,573.5292963359567,2.2105413786161523
sub-002,156,correct,1,556.5017754055697,0.7480367331377169
sub-002,157,correct,1,478.4143223069462,-1.404648091405301
sub-002,158,correct,1,371.32867997840526,2.6137358678292455
sub-002,159,correct,1,487.9324592951808,0.8048828853415753
sub-002,160,correct,1,558.6621639777857,-5.862012343355429
sub-003,1,error,0,396.84466935577876,-1.8605218151221723
sub-003,2,correct,1,444.6860635681323,2.91652408404398
sub-003,3,correct,1,446.03473992385074,1.1747658534377547
sub-003,4,correct,1,561.6222125190191,-0.7939688890077905
sub-003,5,correct,1,509.92948187032994,0.9092534643445445
sub-003,6,correct,1,507.39954922796124,3.2826393467815
sub-003,7,correct,1,427.0475538971198,1.4542080315664223
sub-003,8,correct,1,453.1070519028965,-1.5298789730174074
sub-003,9,correct,1,547.5323835162835,1.909509502881589
sub-003,10,correct,1,442.74892655340943,-1.410420288208492
sub-003,11,correct,1,506.57031272853334,-1.6913508046019583
sub-003,12,correct,1,457.2681128093918,-0.9860101473927507
sub-003,13,correct,1,434.64118277782427,-1.198061202841293
sub-003,14,correct,1,532.6606506317652,-2.91828577252396
sub-003,15,correct,1,427.35191523087167,-0.04089622403584103
sub-003,16,correct,1,490.72125542055136,3.002865784961288
sub-003,17,correct,1,394.0989679614425,-0.35280403123863535
sub-003,18,correct,1,379.0619622743165,-2.673454069016848
sub-003,19,correct,1,406.31588592433855,-2.066338243036917
sub-003,20,error,0,572.9959716668766,-4.485424218628957
sub-003,21,correct,1,494.1071089242915,-1.941135200220139
sub-003,22,correct,1,448.4856490192577,-4.533873319366046
sub-003,23,correct,1,483.35502753118624,-1.8246587069349909
sub-003,24,correct,1,462.81348023342366,-0.638476572157608
sub-003,25,correct,1,396.6685801087568,3.0543966154726916
sub-003,26,correct,1,519.1332855830295,-1.1934616742110886
sub-003,27,correct,1,546.832609667103,-4.200449411279971
sub-003,28,correct,1,410.5487327148814,2.461970117014184
sub-003,29,correct,1,535.5478195580777,1.5527474252478932
sub-003,30,correct,1,389.3820118289646,0.3633564146804464
sub-003,31,correct,1,292.2688558150786,-2.9522411254771113
sub-003,32,correct,1,437.303850334385,-0.3182267910281128
sub-003,33,correct,1,451.2879497126184,-3.6163439142789118
sub-003,34,correct,1,404.08806733850656,0.06579239502747458
sub-003,35,correct,1,399.4823355623612,-3.354260752388005
sub-003,36,correct,1,481.9695957550517,1.2705910143539823
sub-003,37,correct,1,384.87619329437234,-4.513771749901251
sub-003,38,correct,1,407.30630962914927,4.035599240320187
sub-003,39,correct,1,508.74289229880384,-0.4678013147128046
sub-003,40,correct,1,571.6620575345654,-2.1431714995290867
sub-003,41,correct,1,450.5137474894189,0.5243145480638554
sub-003,42,correct,1,498.21583860757687,5.4475644649893225
sub-003,43,correct,1,484.0733645300824,-2.1777998341702927
sub-003,44,correct,1,455.4988555940795,-0.1421674418195385
sub-003,45,error,0,442.77664815919707,-1.5339966046511748
sub-003,46,correct,1,599.5298035029984,-0.5910479901067097
sub-003,47,correct,1,435.5565854126108,4.109597416330008
sub-003,48,correct,1,579.9344923266183,-0.7627933953365962
sub-003,49,error,0,509.5657470054613,-4.068063190997721
sub-003,50,error,0,387.2884402764909,-4.180059970341456
sub-003,51,correct,1,440.16511530063764,-0.4977215302175896
sub-003,52,correct,1,408.4804284577286,-1.7749449524757088
sub-003,53,correct,1,414.51441940207457,-2.7476331702880716
sub-003,54,error,0,313.53046603944176,-3.9518844826393735
sub-003,55,error,0,571.6966809107842,-3.452749467610788
sub-003,56,correct,1,513.1271357355233,0.5923879784348753
sub-003,57,correct,1,605.2176036843797,0.32835744327715494
sub-003,58,correct,1,472.03470909592573,-0.06694032453207982
sub-003,59,error,0,458.58411911067697,-1.9215996681263692
sub-003,60,correct,1,533.1808403061973,-0.8789172079380972
sub-003,61,correct,1,472.3789578239448,-1.4784081667650173
sub-003,62,correct,1,534.0359677126278,-0.16465148437129568
sub-003,63,correct,1,433.2997202378023,0.33852568840069225
sub-003,64,correct,1,382.11716346164985,-2.018085950193816
sub-003,65,correct,1,514.637749558695,-2.165912691062241
sub-003,66,correct,1,470.99545521895516,-1.8888905565541507
sub-003,67,correct,1,424.61862737868256,-0.9934540594114689
sub-003,68,correct,1,522.4891798664567,0.34966548814172865
sub-003,69,correct,1,523.8332496305959,0.35172089529278755
sub-003,70,correct,1,483.50345115308323,1.6064963073976604
sub-003,71,correct,1,401.0280712398379,-1.7372027975210556
sub-003,72,correct,1,345.70606560631484,0.28157020306575214
sub-003,73,correct,1,518.2772960476668,-2.4616620702301857
sub-003,74,correct,1,452.4047535638889,0.6588559379608561
sub-003,75,correct,1,429.2900974586015,-3.451679067362023
sub-003,76,correct,1,471.8520620602335,0.7735073713820622
sub-003,77,correct,1,476.90703826479523,1.6064380187336893
sub-003,78,correct,1,461.5386129174615,3.0917786348898986
sub-003,79,correct,1,549.4653503347088,-0.5869803972115979
sub-003,80,correct,1,519.909449714254,-2.506518235347678
sub-003,81,correct,1,327.76873625173647,-2.675565544519852
sub-003,82,correct,1,358.8600800539595,-2.48062815368895
sub-003,83,correct,1,622.405768420946,4.238084483152076
sub-003,84,correct,1,528.3963105643821,-2.0442684382326894
sub-003,85,correct,1,591.4203933101703,0.8969107134251999
sub-003,86,correct,1,559.5752137056537,-0.7759545404728176
sub-003,87,error,0,363.21599961105386,-3.4886819543177814
sub-003,88,correct,1,501.4839412131883,0.16956760707073065
sub-003,89,error,0,387.9352683386261,-0.9143136316937635
sub-003,90,correct,1,460.65049644304224,-0.22643719908226548
sub-003,91,correct,1,288.2490350402303,-0.05287084913532236
sub-003,92,correct,1,437.1001471761382,-1.4022796013162833
sub-003,93,error,0,539.5682253081959,-4.237352028085588
sub-003,94,correct,1,500.35031708634324,0.9422504165322914
sub-003,95,correct,1,433.113540009865,-0.9690899563845377
sub-003,96,correct,1,551.9083013046829,3.358722916340699
sub-003,97,correct,1,442.17712933555833,-1.7534127620311568
sub-003,98,correct,1,367.27524860874365,2.174706330165892
sub-003,99,error,0,506.04840702264573,-3.0094032315368575
sub-003,100,correct,1,464.7214304858838,-0.8724751884533177
sub-003,101,correct,1,513.208149062382,-0.8451382789053798
sub-003,102,correct,1,445.7518312520318,-2.7087190299252297
sub-003,103,correct,1,537.8601130838007,0.519152213043772
sub-003,104,correct,1,442.9216184247477,-3.0664605907037825
sub-003,105,correct,1,497.6877767914159,-1.7362554483793393
sub-003,106,correct,1,537.2971496398459,1.5635284333766262
sub-003,107,correct,1,583.572148723641,-1.5923340084334898
sub-003,108,correct,1,538.1317292210001,-0.28775146490011994
sub-003,109,correct,1,271.13325662540086,-1.027378113609792
sub-003,110,correct,1,419.11905590219,1.6927254632877433
sub-003,111,correct,1,397.5883850176555,4.062044619845617
sub-003,112,correct,1,387.7684624835251,-1.051847450891897
sub-003,113,correct,1,440.9726737506491,-0.7605537578053122
sub-003,114,correct,1,479.41036822391357,-0.887707062985877
sub-003,115,correct,1,510.6403631828418,0.6653510934323486
sub-003,116,correct,1,532.2246058928775,1.0815625373378803
sub-003,117,correct,1,425.1957966623743,1.5793359999935521
sub-003,118,correct,1,508.42595326856707,2.216862699932267
sub-003,119,correct,1,455.8650197584798,-1.9630351847219694
sub-003,120,error,0,543.9665388730598,-5.748299653462441
sub-003,121,correct,1,489.142352626244,0.258883719328909
sub-003,122,error,0,496.69883862497204,-6.29511052994205
sub-003,123,correct,1,616.9254329907768,-1.1844836817754978
sub-003,124,correct,1,525.6520822359844,-2.1894844551621846
sub-003,125,correct,1,538.5648427187816,0.5358233814653017
sub-003,126,correct,1,480.9782613410174,1.4099292141796549
sub-003,127,correct,1,534.8277158493826,-2.7516094508169258
sub-003,128,correct,1,386.4838121934954,4.9917265818565495
sub-003,129,correct,1,497.9665162514097,1.5638077971772493
sub-003,130,correct,1,452.7317144683503,3.9181707815859235
sub-003,131,correct,1,279.4748836386015,0.48837681093634705
sub-003,132,correct,1,271.365762808273,-2.590171295943603
sub-003,133,correct,1,574.2142054676859,-0.216272928123301
sub-003,134,correct,1,421.02589395096743,-0.7309551408349702
sub-003,135,correct,1,400.8752872673482,1.5902671187477735
sub-003,136,correct,1,429.16773997781917,-2.5950530186643532
sub-003,137,correct,1,404.5789217832312,-1.449359242048474
sub-003,138,correct,1,355.56130081536645,-0.2704175904232463
sub-003,139,correct,1,485.5410793585909,1.1852766718632874
sub-003,140,correct,1,349.32846835920634,3.3691366082186605
sub-003,141,correct,1,389.6906960189001,2.948833722727546
sub-003,142,correct,1,414.15535514855776,-3.150983170630264
sub-003,143,correct,1,297.5616654787211,1.6303886858968923
sub-003,144,correct,1,572.7344735446277,2.3314836250043767
sub-003,145,correct,1,322.48606900708955,1.054947021905052
sub-003,146,correct,1,366.7382891163609,-1.5286202536735325
sub-003,147,error,0,373.03700671919853,-1.2174323148984705
sub-003,148,correct,1,437.5314637809127,-2.9306579857249653
sub-003,149,correct,1,410.9012781978858,1.058588554789844
sub-003,150,correct,1,435.42188925155665,0.605436995307697
sub-003,151,correct,1,504.45960652424475,-0.2841569289006567
sub-003,152,correct,1,496.6315428840919,-2.6876636583577764
sub-003,153,correct,1,522.3636558777082,1.001526622020237
sub-003,154,error,0,337.0051036250718,-1.3343779913907658
sub-003,155,correct,1,490.0704513436681,2.170277590581317
sub-003,156,error,0,465.3100218432061,-8.637103763762687
sub-003,157,error,0,443.34577643319864,-5.599868178488529
sub-003,158,correct,1,382.2992747257257,-0.2452534354647929
