subject_id,trial_id,condition,correct,rt_ms,ern_uv,is_correct,rt_valid,trial_valid,trial_type
sub-001,42,correct,1,480.8478383754304,-1.4555936864564285,True,True,True,correct
sub-001,43,correct,1,463.3313339598772,1.0936450915312392,True,True,True,correct
sub-001,44,error,0,251.16881085395408,-5.090592446102324,False,True,True,error
sub-001,45,correct,1,391.1040237535426,4.385971304624941,True,True,True,correct
sub-001,46,correct,1,451.9473406459636,1.5129171958410057,True,True,True,correct
sub-001,47,correct,1,519.2404279561015,-0.3852455884866262,True,True,True,correct
sub-001,48,error,0,541.180292043375,-2.811297279161644,False,True,True,error
sub-001,49,correct,1,560.6308403680557,0.394473832001038,True,True,True,correct
sub-001,50,error,0,440.86207030041135,-1.1459655081315376,False,True,True,error
sub-001,51,correct,1,478.9207775338698,3.94713561328144,True,True,True,correct
sub-001,52,correct,1,446.2828168414823,-1.745986414170846,True,True,True,correct
sub-001,53,error,0,516.8273514967574,-4.586888163372045,False,True,True,error
sub-001,54,correct,1,362.2696411012568,-1.3721752896355868,True,True,True,correct
sub-001,55,correct,1,401.8258341038349,2.3402400332350624,True,True,True,correct
sub-001,56,correct,1,395.6471719689904,-2.1410727534241247,True,True,True,correct
sub-001,57,correct,1,476.8434850835457,0.9153307894320422,True,True,True,correct
sub-001,58,correct,1,480.1417996070824,0.8550155659207785,True,True,True,correct
sub-001,59,correct,1,493.6784850527891,-2.261306709217627,True,True,True,correct
sub-001,60,error,0,427.5026868658185,-4.078339094531381,False,True,True,error
sub-001,61,error,0,371.651961697686,-3.0320053082555054,False,True,True,error
sub-001,62,correct,1,432.9234723719287,-0.1777367201462113,True,True,True,correct
sub-001,63,correct,1,612.0601519152356,-1.8463734904372104,True,True,True,correct
sub-001,64,correct,1,445.5050958640194,-0.7885321477710959,True,True,True,correct
sub-001,65,correct,1,545.4203456327323,-0.9104148965635824,True,True,True,correct
sub-001,66,correct,1,531.7259791793729,4.546209378592335,True,True,True,correct
sub-001,67,correct,1,331.70325972791545,-1.5752690284733846,True,True,True,correct
sub-001,68,correct,1,532.5322134002172,-0.3970382554089331,True,True,True,correct
sub-001,69,correct,1,571.373360475436,-2.070043961537809,True,True,True,correct
sub-001,70,correct,1,489.6403276706773,-0.4828859562446294,True,True,True,correct
sub-001,71,correct,1,513.6828038986463,-3.429973428194729,True,True,True,correct
sub-001,72,correct,1,565.7326483921904,3.9492535738726335,True,True,True,correct
sub-001,73,correct,1,422.539549582329,-1.301820268063097,True,True,True,correct
sub-001,74,correct,1,333.0363916051431,-2.753838339998347,True,True,True,correct
sub-001,75,correct,1,546.1523912514638,-1.5569492307254262,True,True,True,correct
sub-001,76,error,0,594.0310957544444,-4.314258232318036,False,True,True,error
sub-001,77,error,0,484.8094067954094,-5.875519107924912,False,True,True,error
sub-001,78,correct,1,351.3368516513042,2.4765779471325,True,True,True,correct
sub-001,79,error,0,320.706766386577,-4.276188539903487,False,True,True,error
sub-001,80,correct,1,607.6782657156014,0.0202195602024967,True,True,True,correct
sub-001,81,correct,1,566.3429434532452,-0.494164026375349,True,True,True,correct
sub-001,82,correct,1,402.654562137578,-4.283811668866139,True,True,True,correct
sub-001,83,correct,1,514.968728302332,0.4119599688236444,True,True,True,correct
sub-001,84,correct,1,624.1778555075427,0.0013847011615213,True,True,True,correct
sub-001,85,correct,1,506.6218436780663,-1.7513047227151934,True,True,True,correct
sub-001,86,correct,1,400.9319199528235,-0.2300216856133383,True,True,True,correct
sub-001,87,correct,1,481.2275149761504,2.906134004455688,True,True,True,correct
sub-001,88,correct,1,290.85431880999386,1.9139407815475271,True,True,True,correct
sub-001,89,correct,1,620.1323186136337,-0.8754434320899324,True,True,True,correct
sub-001,90,correct,1,428.4407206279635,-0.1003299212850912,True,True,True,correct
sub-001,91,correct,1,461.07306010788017,0.7232871698616342,True,True,True,correct
sub-001,92,correct,1,469.5584185065373,-1.7905891246993473,True,True,True,correct
sub-001,93,error,0,612.9238989023258,-9.010454440043,False,True,True,error
sub-001,94,correct,1,514.851142042387,-3.058036119445129,True,True,True,correct
sub-001,95,correct,1,440.8738521299489,-1.449287367587761,True,True,True,correct
sub-001,96,correct,1,496.54172557586094,-3.300834460085315,True,True,True,correct
sub-001,97,correct,1,387.36275402462593,3.0135267288055614,True,True,True,correct
sub-001,98,correct,1,559.0256337659962,0.4949032517129293,True,True,True,correct
sub-001,99,correct,1,468.0763722553386,0.6863428447375435,True,True,True,correct
sub-001,100,correct,1,423.2080372441211,-2.1685478070633453,True,True,True,correct
sub-001,101,correct,1,537.466175229232,1.6876313622122163,True,True,True,correct
sub-001,102,correct,1,468.0136660733931,1.5916436447502706,True,True,True,correct
sub-001,103,correct,1,385.9355786256608,-2.465605280505925,True,True,True,correct
sub-001,104,error,0,458.0439237389145,-1.6556197696601744,False,True,True,error
sub-001,105,correct,1,468.7781522433526,1.4632386793174517,True,True,True,correct
sub-001,106,error,0,419.14481995608594,-0.9742532186056412,False,True,True,error
sub-001,107,correct,1,489.85003645081633,-1.0762663449890724,True,True,True,correct
sub-001,108,correct,1,442.84929462766246,-0.7488005423246479,True,True,True,correct
sub-001,109,correct,1,487.7164243650361,-2.6079975484618867,True,True,True,correct
sub-001,110,correct,1,540.5866643816296,5.763071043702284,True,True,True,correct
sub-001,111,correct,1,361.2328031944625,-3.525348280625879,True,True,True,correct
sub-001,112,correct,1,501.1235019055949,1.5150863073681269,True,True,True,correct
sub-001,113,correct,1,524.7133441437221,-3.8492401269661256,True,True,True,correct
sub-001,114,correct,1,584.750010089531,-1.9867814351917084,True,True,True,correct
sub-001,115,correct,1,396.72146528632265,-0.5392757191490836,True,True,True,correct
sub-001,116,correct,1,467.93677781445285,-3.718697620490574,True,True,True,correct
sub-001,117,correct,1,533.8592761251517,-3.193315010580985,True,True,True,correct
sub-001,118,correct,1,410.2529648088764,-1.7410807707314973,True,True,True,correct
sub-001,119,correct,1,425.8919496293724,-0.2177269795926378,True,True,True,correct
sub-001,120,correct,1,478.2162665092712,1.6713885612987804,True,True,True,correct
sub-001,121,correct,1,468.5212482263679,-2.711722378829996,True,True,True,correct
sub-001,122,correct,1,599.8381010035971,-3.127994207808883,True,True,True,correct
sub-001,123,error,0,423.177175025966,-1.4575714462251317,False,True,True,error
sub-001,124,error,0,460.0922962720148,-0.0798283989676647,False,True,True,error
sub-001,125,correct,1,351.9715461276325,-3.179539643157951,True,True,True,correct
sub-001,126,correct,1,546.1127902160225,-2.453199323890556,True,True,True,correct
sub-001,127,correct,1,469.7546183663941,-0.8085764792047755,True,True,True,correct
sub-001,128,correct,1,429.41887470770905,-1.180045329064065,True,True,True,correct
sub-001,129,correct,1,483.3990053013903,0.8973286223312922,True,True,True,correct
sub-001,130,correct,1,510.7474096428156,-1.4162916153592455,True,True,True,correct
sub-001,131,correct,1,589.007486036128,-0.7341366973725232,True,True,True,correct
sub-001,132,correct,1,587.3124350631616,2.0342962081923126,True,True,True,correct
sub-001,133,correct,1,506.9596900700271,-0.2232093403849354,True,True,True,correct
sub-001,134,correct,1,374.6211723441277,0.4405237043679756,True,True,True,correct
sub-001,135,error,0,330.6846274717415,-2.3691716628673847,False,True,True,error
sub-001,136,error,0,448.6023524380799,-4.734017310476966,False,True,True,error
sub-001,137,correct,1,408.5721877491392,3.8395901690531806,True,True,True,correct
sub-001,138,correct,1,413.9619142496661,-2.1916847705362943,True,True,True,correct
sub-001,139,error,0,411.94676335060416,-1.4135104144561348,False,True,True,error
sub-001,140,correct,1,388.5769207082377,0.3223047111218748,True,True,True,correct
sub-001,141,correct,1,471.337101569341,0.9734760949230344,True,True,True,correct
sub-001,142,error,0,512.5458852644657,-3.930727685245471,False,True,True,error
sub-001,143,correct,1,387.0003342224516,-2.2250615615790457,True,True,True,correct
sub-001,144,correct,1,403.60830002864986,2.4489583072166416,True,True,True,correct
sub-001,145,error,0,408.9816000000972,-1.0802155905494564,False,True,True,error
sub-001,146,correct,1,530.3531704204394,-2.820388515429645,True,True,True,correct
sub-001,147,correct,1,389.490648600717,-4.352777963752176,True,True,True,correct
sub-001,148,correct,1,400.4159790245872,0.7516905076328396,True,True,True,correct
sub-001,149,error,0,555.1903447634709,-5.5543181455363735,False,True,True,error
sub-001,150,correct,1,513.6480688056187,0.3642243967949288,True,True,True,correct
sub-001,151,correct,1,538.1915218739699,-3.276334467173152,True,True,True,correct
sub-001,152,correct,1,423.6283794902604,0.772653037785466,True,True,True,correct
sub-001,153,correct,1,464.16301407686274,-0.1964728220337593,True,True,True,correct
sub-001,154,correct,1,403.7966377019876,-1.293648605330361,True,True,True,correct
sub-001,155,error,0,461.2328573198313,-2.4918482134868998,False,True,True,error
sub-001,156,correct,1,484.9036150080344,-0.4281623974095748,True,True,True,correct
sub-001,157,correct,1,514.6381929516018,3.3832101234534964,True,True,True,correct
sub-001,158,correct,1,541.4134715854588,1.09259724646958,True,True,True,correct
sub-001,159,correct,1,556.0459920439108,1.169978413953638,True,True,True,correct
sub-001,160,correct,1,374.71491740367935,-1.567616149369256,True,True,True,correct
sub-002,1,correct,1,574.0115340850898,-1.8405001250017037,True,True,True,correct
sub-002,2,correct,1,513.7649557324844,-3.637890083368686,True,True,True,correct
sub-002,3,correct,1,535.6218708696476,-4.47980103777989,True,True,True,correct
sub-002,4,correct,1,568.2440609997358,-2.345445389106775,True,True,True,correct
sub-002,5,correct,1,419.5660755662263,-3.689728408079183,True,True,True,correct
sub-002,6,correct,1,424.73583290299166,0.5552627763390956,True,True,True,correct
sub-002,7,error,0,464.61844190229016,-1.1903772475486454,False,True,True,error
sub-002,8,correct,1,407.6539591170609,0.6067036684529978,True,True,True,correct
sub-002,9,error,0,367.8031711042116,-3.9631719392392313,False,True,True,error
sub-002,10,correct,1,435.0021016198919,0.9630285600170844,True,True,True,correct
sub-002,11,correct,1,662.8095052406646,-1.6020318728653231,True,True,True,correct
sub-002,12,correct,1,424.9972409030827,-1.812643107649512,True,True,True,correct
sub-002,13,correct,1,458.8696105470427,-4.511899606632404,True,True,True,correct
sub-002,14,error,0,367.0078586295603,-4.369954691259874,False,True,True,error
sub-002,15,correct,1,542.8244326837731,-0.5113304472331539,True,True,True,correct
sub-002,16,correct,1,461.3510870159649,-3.132088965983318,True,True,True,correct
sub-002,17,correct,1,450.23650179588,-1.3433430564726132,True,True,True,correct
sub-002,18,correct,1,554.6381701334174,-1.0742130783548374,True,True,True,correct
sub-002,19,correct,1,497.72796368821525,-3.73922608816515,True,True,True,correct
sub-002,20,correct,1,323.9403468439548,-0.6215413292293679,True,True,True,correct
sub-002,21,error,0,320.08833446883017,1.2452297265679475,False,True,True,error
sub-002,22,error,0,384.8340204326619,-1.8376220646092885,False,True,True,error
sub-002,23,correct,1,367.5504209627532,0.3942657114861456,True,True,True,correct
sub-002,24,correct,1,423.16466202384765,-1.6042940400726553,True,True,True,correct
sub-002,25,correct,1,461.9290993726714,-2.44146457490716,True,True,True,correct
sub-002,26,correct,1,409.9202512692968,-0.2234118210926046,True,True,True,correct
sub-002,27,correct,1,406.7202995463633,-2.668497909227532,True,True,True,correct
sub-002,28,correct,1,347.85329348218306,-1.3625977078339533,True,True,True,correct
sub-002,29,correct,1,479.3375727991356,-1.0311837138652145,True,True,True,correct
sub-002,30,correct,1,488.1038324233928,-1.4608709780855755,True,True,True,correct
sub-002,31,correct,1,366.5923218742504,-2.003301308823205,True,True,True,correct
sub-002,32,correct,1,364.03001973948767,-3.686459594150527,True,True,True,correct
sub-002,33,error,0,360.3137280131835,-2.172968838555983,False,True,True,error
sub-002,34,correct,1,413.92313941528994,1.6977296479668764,True,True,True,correct
sub-002,35,correct,1,516.9141369447321,-2.647286268793392,True,True,True,correct
sub-002,36,correct,1,274.662455806843,2.502636766147519,True,True,True,correct
sub-002,37,correct,1,417.89224719632654,0.2451906352152726,True,True,True,correct
sub-002,38,correct,1,452.690440117464,-2.5659094026291096,True,True,True,correct
sub-002,39,correct,1,365.0114897737429,-2.1548314606386905,True,True,True,correct
sub-002,40,correct,1,414.7341628625068,-0.8140355754592554,True,True,True,correct
sub-002,41,error,0,450.85926717061824,-4.153022580564353,False,True,True,error
sub-002,42,correct,1,582.2700173650439,-2.9111172041641917,True,True,True,correct
sub-002,43,correct,1,569.9318993049912,-1.85162127242514,True,True,True,correct
sub-002,44,error,0,474.9969597312653,-1.0663353101786743,False,True,True,error
sub-002,45,correct,1,375.0167240552788,4.15596657911917,True,True,True,correct
sub-002,46,correct,1,479.9279899054328,0.8917353285552638,True,True,True,correct
sub-002,47,correct,1,633.7044470726767,0.1514381118849851,True,True,True,correct
sub-002,48,error,0,410.61714463380457,-3.8357763114303873,False,True,True,error
sub-002,49,correct,1,372.5834175842342,0.7166734990009249,True,True,True,correct
sub-002,50,correct,1,401.2808086728895,0.7923580105562225,True,True,True,correct
sub-002,51,correct,1,396.46063657272816,1.761163856963925,True,True,True,correct
sub-002,52,correct,1,453.0905438214582,-0.8762045295075644,True,True,True,correct
sub-002,53,correct,1,466.9716036752246,0.1761486260422177,True,True,True,correct
sub-002,54,error,0,362.2369597922816,-2.3737235674762247,False,True,True,error
sub-002,55,correct,1,392.6845225236417,-0.2375939847705441,True,True,True,correct
sub-002,56,correct,1,476.0001433327675,-0.7118486355523601,True,True,True,correct
sub-002,57,correct,1,396.71349765475634,-0.1510483206594604,True,True,True,correct
sub-002,58,correct,1,420.1310829800797,-0.8040562001653309,True,True,True,correct
sub-002,59,correct,1,421.2284868185616,0.7352374202806216,True,True,True,correct
sub-002,60,correct,1,449.7730476156725,0.7242991260079155,True,True,True,correct
sub-002,61,correct,1,485.1416695195528,-0.3182448397344072,True,True,True,correct
sub-002,62,correct,1,538.8177654286696,0.6806821302723625,True,True,True,correct
sub-002,63,correct,1,421.3989217914643,-0.2268452972981289,True,True,True,correct
sub-002,64,correct,1,380.4570956880429,-1.1716818208026596,True,True,True,correct
sub-002,65,error,0,443.6286000635288,-2.189998145939139,False,True,True,error
sub-002,66,correct,1,356.88894407550754,1.1422030482091812,True,True,True,correct
sub-002,67,correct,1,470.3257195226345,0.7648885411429098,True,True,True,correct
sub-002,68,correct,1,481.69976734750816,-0.4688964826991823,True,True,True,correct
sub-002,69,correct,1,361.6106877195092,0.908637125614105,True,True,True,correct
sub-002,70,correct,1,410.6375910609513,-1.954837892175047,True,True,True,correct
sub-002,71,correct,1,572.4917949651706,0.3605564604439917,True,True,True,correct
sub-002,72,correct,1,507.7031823361959,0.7748808204061546,True,True,True,correct
sub-002,73,error,0,438.845292279376,-2.259483146399684,False,True,True,error
sub-002,74,correct,1,465.9031822049028,-1.8939737100543683,True,True,True,correct
sub-002,75,correct,1,391.6814233593735,-0.4111182021138092,True,True,True,correct
sub-002,76,correct,1,688.3532771872999,-0.4338153393275443,True,True,True,correct
sub-002,77,correct,1,468.91250006163375,-1.7522397317848486,True,True,True,correct
sub-002,78,error,0,542.9430252282567,-0.776620244557068,False,True,True,error
sub-002,79,correct,1,488.290648862533,-0.6405800823535257,True,True,True,correct
sub-002,80,correct,1,418.26035820029176,-0.7258944665940996,True,True,True,correct
sub-002,81,correct,1,496.6594237391069,-1.904192766299014,True,True,True,correct
sub-002,82,correct,1,429.21257768744704,-1.61424047411324,True,True,True,correct
sub-002,83,error,0,425.6245843020118,-0.7426284344303801,False,True,True,error
sub-002,84,correct,1,330.08504810763293,0.4492125470977344,True,True,True,correct
sub-002,85,correct,1,379.6631531121398,-5.761145489725989,True,True,True,correct
sub-002,86,correct,1,392.9117344107193,-0.2603587392686974,True,True,True,correct
sub-002,87,correct,1,663.9423310478318,-4.0425920386439405,True,True,True,correct
sub-002,88,correct,1,645.738396073115,-1.4477659110225964,True,True,True,correct
sub-002,89,correct,1,422.928004826519,-4.543677846079017,True,True,True,correct
sub-002,90,correct,1,397.2081764917086,-2.4504037407600725,True,True,True,correct
sub-002,91,correct,1,438.5036836960929,0.4879478047059062,True,True,True,correct
sub-002,92,correct,1,483.2746453880395,-6.676943767436448,True,True,True,correct
sub-002,93,correct,1,305.7064849008616,-1.6978664836835848,True,True,True,correct
sub-002,94,correct,1,447.4926865006491,0.7579852467729267,True,True,True,correct
sub-002,95,error,0,420.9260987758364,-2.402823539956072,False,True,True,error
sub-002,96,correct,1,517.8214242640298,-0.530792108402182,True,True,True,correct
sub-002,97,correct,1,444.5254971251992,-1.6008333661307317,True,True,True,correct
sub-002,98,correct,1,486.4982839718909,-1.9252426973594376,True,True,True,correct
sub-002,99,error,0,371.0905773403973,-2.377573051068875,False,True,True,error
sub-002,100,correct,1,308.36894792120006,0.1262562806665853,True,True,True,correct
sub-002,101,correct,1,408.9407287650973,4.3508181597874245,True,True,True,correct
sub-002,102,error,0,496.13576514886256,0.720160022555574,False,True,True,error
sub-002,103,correct,1,487.0654057620482,2.5995951516689844,True,True,True,correct
sub-002,104,correct,1,341.23409147155246,-3.854384536135439,True,True,True,correct
sub-002,105,error,0,428.4153334905638,-0.7558150941985308,False,True,True,error
sub-002,106,error,0,465.4224255199145,-2.911050465291866,False,True,True,error
sub-002,107,correct,1,378.4833274168031,-2.4541198129491644,True,True,True,correct
sub-002,108,correct,1,477.0279807802614,-1.3227601776455251,True,True,True,correct
sub-002,109,correct,1,498.6442018532312,-3.8059500045487606,True,True,True,correct
sub-002,110,correct,1,470.8381054731521,0.4017142056421526,True,True,True,correct
sub-002,111,correct,1,312.503191045575,-1.7546837147761418,True,True,True,correct
sub-002,112,error,0,486.3819994835196,-3.216472966917796,False,True,True,error
sub-002,113,correct,1,475.2184247156868,-1.965076516880771,True,True,True,correct
sub-002,114,correct,1,420.0163206980035,-2.2085766598255234,True,True,True,correct
sub-002,115,correct,1,481.3881217405829,-3.2385012984308794,True,True,True,correct
sub-002,116,correct,1,528.926938500177,0.6869635192279913,True,True,True,correct
sub-002,117,error,0,353.45672018758694,-1.599905727061344,False,True,True,error
sub-002,118,correct,1,550.8082502057134,-1.41909726803659,True,True,True,correct
sub-002,119,correct,1,524.4831908543102,-1.620915481180749,True,True,True,correct
sub-002,120,correct,1,428.1836919621373,-2.611912928360931,True,True,True,correct
sub-002,121,error,0,518.0191506412252,-0.9126534633268638,False,True,True,error
sub-002,122,correct,1,383.5893045414798,-2.5529678337616866,True,True,True,correct
sub-002,123,correct,1,575.5045419408832,1.7976099874697162,True,True,True,correct
sub-002,124,correct,1,527.8708211883278,0.1883975528260413,True,True,True,correct
sub-002,125,correct,1,494.4635874593216,-2.357595035679966,True,True,True,correct
sub-002,126,correct,1,437.1333347086405,-1.6292526161070096,True,True,True,correct
sub-002,127,correct,1,395.524919761082,-3.477271707488584,True,True,True,correct
sub-002,128,correct,1,529.4444038330764,3.279928767868049,True,True,True,correct
sub-002,129,correct,1,467.18100322339,-2.550576129892073,True,True,True,correct
sub-002,130,correct,1,498.9551653245408,0.7991517383092868,True,True,True,correct
sub-002,131,correct,1,540.2493396502638,-3.18111308428488,True,True,True,correct
sub-002,132,correct,1,490.3607132503232,0.6774635532950073,True,True,True,correct
sub-002,133,correct,1,340.6045907744324,-1.809938745221324,True,True,True,correct
sub-002,134,error,0,566.4010406665864,-0.5635055242614407,False,True,True,error
sub-002,135,correct,1,447.083877253288,-0.4168290068929682,True,True,True,correct
sub-002,136,correct,1,454.7991853715405,-1.9431191751477568,True,True,True,correct
sub-002,137,error,0,378.5270613689444,-0.7869103182711497,False,True,True,error
sub-002,138,correct,1,385.9250630724144,-1.849277792684345,True,True,True,correct
sub-002,139,correct,1,462.1634165786463,2.285798108576723,True,True,True,correct
sub-002,140,correct,1,616.8436238527725,-3.053708065091225,True,True,True,correct
sub-002,141,correct,1,445.3278017886616,-2.123972893643004,True,True,True,correct
sub-002,142,correct,1,418.5336452074524,0.2076629516188771,True,True,True,correct
sub-002,143,correct,1,458.0637717532952,-0.0742111999600714,True,True,True,correct
sub-002,144,correct,1,723.3498385542192,0.0636973201951486,True,True,True,correct
sub-002,145,correct,1,496.2933972070069,-3.276272103715257,True,True,True,correct
sub-002,146,correct,1,490.37300580063607,0.3222906654040652,True,True,True,correct
sub-002,147,correct,1,611.1626648081959,-3.0277195654356506,True,True,True,correct
sub-002,148,correct,1,453.5779886426116,-0.511561356621218,True,True,True,correct
sub-002,149,error,0,515.8884616162029,1.7844651796572106,False,True,True,error
sub-002,150,error,0,399.9193002468996,-0.3668976149642806,False,True,True,error
sub-002,151,correct,1,447.1689785696105,-1.631503620995343,True,True,True,correct
sub-002,152,correct,1,539.7044270159672,0.9707366491744724,True,True,True,correct
sub-002,153,correct,1,481.3347177729062,3.728859598585426,True,True,True,correct
sub-002,154,correct,1,343.8485052022869,-1.695056343397588,True,True,True,correct
sub-002,155,correct,1,573.5292963359567,2.2105413786161523,True,True,True,correct
sub-002,156,correct,1,556.5017754055697,0.7480367331377169,True,True,True,correct
sub-002,157,correct,1,478.4143223069462,-1.404648091405301,True,True,True,correct
sub-002,158,correct,1,371.32867997840526,2.613735867829245,True,True,True,correct
sub-002,159,correct,1,487.9324592951808,0.8048828853415753,True,True,True,correct
sub-002,160,correct,1,558.6621639777857,-5.862012343355429,True,True,True,correct
sub-003,1,error,0,396.8446693557788,-1.8605218151221723,False,True,True,error
sub-003,2,correct,1,444.6860635681323,2.91652408404398,True,True,True,correct
sub-003,3,correct,1,446.03473992385074,1.1747658534377547,True,True,True,correct
sub-003,4,correct,1,561.6222125190191,-0.7939688890077905,True,True,True,correct
sub-003,5,correct,1,509.92948187032994,0.9092534643445443,True,True,True,correct
sub-003,6,correct,1,507.3995492279613,3.2826393467815,True,True,True,correct
sub-003,7,correct,1,427.0475538971198,1.4542080315664223,True,True,True,correct
sub-003,8,correct,1,453.1070519028965,-1.5298789730174074,True,True,True,correct
sub-003,9,correct,1,547.5323835162835,1.909509502881589,True,True,True,correct
sub-003,10,correct,1,442.74892655340943,-1.410420288208492,True,True,True,correct
sub-003,11,correct,1,506.5703127285333,-1.6913508046019583,True,True,True,correct
sub-003,12,correct,1,457.2681128093918,-0.9860101473927508,True,True,True,correct
sub-003,13,correct,1,434.6411827778242,-1.198061202841293,True,True,True,correct
sub-003,14,correct,1,532.6606506317652,-2.91828577252396,True,True,True,correct
sub-003,15,correct,1,427.35191523087167,-0.040896224035841,True,True,True,correct
sub-003,16,correct,1,490.72125542055136,3.002865784961288,True,True,True,correct
sub-003,17,correct,1,394.0989679614425,-0.3528040312386353,True,True,True,correct
sub-003,18,correct,1,379.0619622743165,-2.673454069016848,True,True,True,correct
sub-003,19,correct,1,406.31588592433855,-2.066338243036917,True,True,True,correct
sub-003,20,error,0,572.9959716668766,-4.485424218628957,False,True,True,error
sub-003,21,correct,1,494.1071089242915,-1.941135200220139,True,True,True,correct
sub-003,22,correct,1,448.4856490192577,-4.533873319366046,True,True,True,correct
sub-003,23,correct,1,483.35502753118624,-1.8246587069349909,True,True,True,correct
sub-003,24,correct,1,462.81348023342366,-0.638476572157608,True,True,True,correct
sub-003,25,correct,1,396.6685801087568,3.054396615472692,True,True,True,correct
sub-003,26,correct,1,519.1332855830295,-1.1934616742110886,True,True,True,correct
sub-003,27,correct,1,546.832609667103,-4.200449411279971,True,True,True,correct
sub-003,28,correct,1,410.5487327148814,2.461970117014184,True,True,True,correct
sub-003,29,correct,1,535.5478195580777,1.5527474252478932,True,True,True,correct
sub-003,30,correct,1,389.3820118289646,0.3633564146804464,True,True,True,correct
sub-003,31,correct,1,292.2688558150786,-2.9522411254771117,True,True,True,correct
sub-003,32,correct,1,437.303850334385,-0.3182267910281128,True,True,True,correct
sub-003,33,correct,1,451.2879497126184,-3.616343914278912,True,True,True,correct
sub-003,34,correct,1,404.08806733850656,0.0657923950274745,True,True,True,correct
sub-003,35,correct,1,399.4823355623612,-3.354260752388005,True,True,True,correct
sub-003,36,correct,1,481.9695957550517,1.2705910143539825,True,True,True,correct
sub-003,37,correct,1,384.87619329437234,-4.513771749901251,True,True,True,correct
sub-003,38,correct,1,407.30630962914927,4.035599240320187,True,True,True,correct
sub-003,39,correct,1,508.74289229880384,-0.4678013147128046,True,True,True,correct
sub-003,40,correct,1,571.6620575345654,-2.1431714995290867,True,True,True,correct
sub-003,41,correct,1,450.5137474894189,0.5243145480638554,True,True,True,correct
sub-003,42,correct,1,498.21583860757687,5.4475644649893225,True,True,True,correct
sub-003,43,correct,1,484.0733645300824,-2.1777998341702927,True,True,True,correct
sub-003,44,correct,1,455.4988555940795,-0.1421674418195385,True,True,True,correct
sub-003,45,error,0,442.77664815919707,-1.5339966046511748,False,True,True,error
sub-003,46,correct,1,599.5298035029984,-0.5910479901067097,True,True,True,correct
